# Results for 1000 trials
# n   time (msec)
# ---------------
1  1
2  1
3  2
4  0
5  1
6  0
7  0
8  0
9  1
10  1
11  1
12  1
13  1
14  1
15  2
16  1
17  2
18  1
19  2
20  2
21  2
22  2
23  2
24  3
25  2
26  3
27  3
28  2
29  2
30  3
31  3
32  2
33  3
34  2
35  3
36  2
37  2
38  2
39  2
40  2
41  2
42  1
43  2
44  2
45  2
46  2
47  2
48  3
49  3
50  2
